# Goethe-Institut / telc — Deutsch-Test für Zuwanderer (DTZ) alphabetical wordlist (A2–B1)
# Enriched: English glosses (all 2649) + ONE original A2–B1 German example sentence (de_sentence)
# with an English translation (en_sentence). Example sentences are ORIGINAL (the source's own
# examples were excluded for copyright). freq_rank: 1=most common (opensubtitles de_50k).
# Columns are tab-separated.
index	pos	article	word	plural	partizip_2	hilfsverb	english	de_sentence	en_sentence	freq_rank
737	N	das	Festnetz				landline; fixed telephone network	Viele Menschen telefonieren kaum noch über das Festnetz.	Many people hardly use the landline any more.	2437
738	V		festsetzen		festgesetzt	haben	to set, determine, fix	Der Richter setzt die Strafe auf zwei Jahre fest.	The judge sets the sentence at two years.	2509
739	V		feststellen		festgestellt	haben	to determine, find out, establish	Der Arzt stellt fest, dass ich erkältet bin.	The doctor finds out that I have a cold.	1685
740	X		fett				fat, greasy; bold	Dieses Essen ist mir zu fett, ich mag lieber leichte Gerichte.	This food is too greasy for me; I prefer lighter dishes.	1181
741	N	das	Fett				fat, grease	Beim Kochen sollte man nicht zu viel Fett verwenden.	When cooking, you should not use too much fat.	1182
742	X		feucht				damp, moist, humid	Die Wäsche ist noch feucht und muss länger trocknen.	The laundry is still damp and needs to dry longer.	1816
743	N	das	Feuer				fire	Kannst du bitte das Feuer im Kamin anzünden?	Can you please light the fire in the fireplace?	376
744	N	das	Feuerzeug	Feuerzeuge			lighter	Er sucht sein Feuerzeug, aber er findet es nicht.	He is looking for his lighter but cannot find it.	1960
745	N	die	Feuerwehr	Feuerwehren			fire brigade, fire department	Die Feuerwehr kam schnell und löschte den Brand.	The fire brigade arrived quickly and put out the fire.	1779
746	N	das	Fieber				fever, temperature	Das Kind hat hohes Fieber und muss im Bett bleiben.	The child has a high fever and must stay in bed.	1250
747	N	die	Figur	Figuren			figure, shape, character	Sie achtet auf ihre Figur und isst viel Gemüse.	She watches her figure and eats a lot of vegetables.	1307
748	N	der	Film	Filme			film, movie	Gestern Abend haben wir einen spannenden Film gesehen.	Yesterday evening we watched an exciting film.	365
749	V		finanzieren		finanziert	haben	to finance, fund	Die Bank finanziert den Kauf unseres neuen Hauses.	The bank is financing the purchase of our new house.	2034
750	X		finanziell				financial, financially	Die Familie hatte nach dem Umzug finanzielle Schwierigkeiten.	The family had financial difficulties after the move.	2137
751	V		finden		gefunden	haben	to find; to think, consider	Hast du deine Schlüssel schon gefunden?	Have you already found your keys?	126
752	N	der	Finger	Finger			finger	Er hat sich beim Kochen in den Finger geschnitten.	He cut his finger while cooking.	538
753	N	die	Firma	Firmen			company, firm	Sie arbeitet seit fünf Jahren bei derselben Firma.	She has been working at the same company for five years.	594
754	N	der	Fisch	Fische			fish	Zum Mittag essen wir gebratenen Fisch mit Salat.	For lunch we are eating fried fish with salad.	865
755	X		fit				fit, in good shape	Er bleibt fit, weil er jeden Tag joggt.	He stays fit because he goes jogging every day.	1652
756	N	die	Fitness				fitness, physical condition	Sie trainiert dreimal pro Woche, um ihre Fitness zu verbessern.	She trains three times a week to improve her fitness.	2411
757	X		flach				flat, shallow, level	Das Land ist hier sehr flach, es gibt keine Berge.	The landscape here is very flat; there are no mountains.	1872
758	N	die	Fläche	Flächen			area, surface	Die Fläche des Wohnzimmers beträgt zwanzig Quadratmeter.	The area of the living room is twenty square metres.	2369
759	N	die	Flasche	Flaschen			bottle	Bitte stell die leere Flasche in die Küche.	Please put the empty bottle in the kitchen.	787
760	N	der	Fleck	Flecken			stain, spot	Auf meinem T-Shirt ist ein roter Fleck, der nicht herausgeht.	There is a red stain on my T-shirt that will not come out.	1439
761	N	das	Fleisch				meat, flesh	Im Supermarkt kaufe ich frisches Fleisch für das Abendessen.	At the supermarket I buy fresh meat for dinner.	766
762	X		fleißig				diligent, hardworking	Sie lernt fleißig für die Prüfung und macht kaum Pausen.	She studies diligently for the exam and takes hardly any breaks.	1849
763	X		flexibel				flexible	Bei dieser Stelle sind die Arbeitszeiten sehr flexibel.	In this position the working hours are very flexible.	2339
764	V		fliegen		geflogen	sein	to fly	Wir fliegen nächste Woche nach Spanien in den Urlaub.	We are flying to Spain on holiday next week.	476
765	V		fliehen		geflohen	sein	to flee, escape	Viele Menschen fliehen vor dem Krieg in ein sicheres Land.	Many people flee from the war to a safe country.	1045
766	N	die	Flucht				flight, escape	Die Flucht war gefährlich, aber sie erreichten ihr Ziel.	The escape was dangerous, but they reached their destination.	984
767	V		fließen		geflossen	sein	to flow	Der Rhein fließt durch mehrere europäische Länder.	The Rhine flows through several European countries.	1915
768	X		fließend				fluent, flowing	Sie spricht fließend Englisch und Spanisch.	She speaks English and Spanish fluently.	2334
769	N	der	Flug	Flüge			flight	Der Flug von Berlin nach München dauert etwa eine Stunde.	The flight from Berlin to Munich takes about one hour.	860
770	N	der	Flughafen	Flughäfen			airport	Wir fahren morgen früh zum Flughafen, um unser Gepäck aufzugeben.	We are going to the airport early tomorrow morning to check in our luggage.	970
771	N	das	Flugzeug	Flugzeuge			airplane, aircraft	Das Flugzeug landete pünktlich in Frankfurt.	The airplane landed on time in Frankfurt.	662
772	N	der	Flur	Flure			hallway, corridor	Im Flur hängen Jacken und Mäntel an der Garderobe.	In the hallway, jackets and coats hang on the coat rack.	1428
773	N	der	Fluss	Flüsse			river	Am Wochenende spazieren wir gern am Fluss entlang.	On weekends we like to walk along the river.	896
774	N	die	Flüssigkeit	Flüssigkeiten			liquid, fluid	Man soll täglich mindestens zwei Liter Flüssigkeit trinken.	One should drink at least two litres of liquid every day.	1874
775	V		folgen		gefolgt	sein	to follow	Bitte folgen Sie mir, ich zeige Ihnen das Büro.	Please follow me; I will show you the office.	487
776	N	die	Folge	Folgen			consequence, result; episode	Rauchen hat ernste Folgen für die Gesundheit.	Smoking has serious consequences for health.	821
777	X		folgend				following, next	Bitte lesen Sie den folgenden Text aufmerksam durch.	Please read the following text carefully.	2541
778	V		fordern		gefordert	haben	to demand, require	Die Mitarbeiter fordern eine Gehaltserhöhung vom Chef.	The employees are demanding a pay raise from the boss.	1644
779	N	die	Forderung	Forderungen			demand, claim	Die Gewerkschaft stellt eine klare Forderung nach besseren Arbeitsbedingungen.	The union is making a clear demand for better working conditions.	2214
780	V		fördern		gefördert	haben	to support, promote, encourage	Die Schule fördert begabte Schüler mit extra Unterricht.	The school supports talented pupils with extra lessons.	2181
781	N	die	Förderung	Förderungen			support, funding, promotion	Für das Projekt beantragen wir eine staatliche Förderung.	We are applying for government funding for the project.	2444
782	N	die	Form	Formen			form, shape	Der Tisch hat eine runde Form und passt gut ins Zimmer.	The table has a round shape and fits well in the room.	927
783	N	das	Formular	Formulare			form, document to fill in	Bitte füllen Sie dieses Formular vollständig aus.	Please fill in this form completely.	2109
784	N	die	Fortbildung	Fortbildungen			further training, professional development	Meine Chefin schickt mich nächsten Monat zu einer Fortbildung.	My boss is sending me to a training course next month.	2589
785	N	der	Fortschritt	Fortschritte			progress, advance	Wir machen gute Fortschritte beim Erlernen der deutschen Sprache.	We are making good progress in learning the German language.	1700
786	V		fortsetzen		fortgesetzt	haben	to continue, resume	Nach der Pause setzen wir die Besprechung fort.	After the break we continue the meeting.	1959
787	N	die	Fortsetzung	Fortsetzungen			continuation, sequel	Die Fortsetzung des Films kommt nächsten Sommer ins Kino.	The sequel to the film is coming to cinemas next summer.	1997
788	V		fotografieren		fotografiert	haben	to photograph, take photos	Im Urlaub fotografieren wir gern Sehenswürdigkeiten.	On holiday we like to photograph the sights.	1806
789	N	das	Foto	Fotos			photo, photograph	Ich habe ein schönes Foto von unserer Familie gemacht.	I took a nice photo of our family.	556
790	N	der	Fotoapparat	Fotoapparate			camera	Sie hat ihren neuen Fotoapparat mitgebracht und fotografiert alles.	She brought her new camera and is photographing everything.	2478
791	N	die	Fotografie	Fotografien			photography; photograph	Als Hobby beschäftigt er sich seit Jahren mit Fotografie.	He has been interested in photography as a hobby for years.	2295
792	V		fragen		gefragt	haben	to ask	Ich frage den Lehrer, wenn ich die Aufgabe nicht verstehe.	I ask the teacher when I do not understand the task.	172
793	N	die	Frage	Fragen			question	Haben Sie noch eine Frage zu diesem Thema?	Do you have any more questions about this topic?	203
794	N	die	Frau	Frauen			woman; wife; Mrs.	Die Frau an der Kasse ist sehr hilfsbereit.	The woman at the checkout is very helpful.	96
795	X		frech				cheeky, impertinent, rude	Das Kind war sehr frech und hat nicht auf den Lehrer gehört.	The child was very cheeky and did not listen to the teacher.	1714
796	X		frei				free, available, open	Ist dieser Platz noch frei?	Is this seat still free?	328
797	N	die	Freiheit				freedom, liberty	Freiheit ist ein wichtiger Wert in einer demokratischen Gesellschaft.	Freedom is an important value in a democratic society.	756
798	N	die	Freizeit				free time, leisure	In meiner Freizeit lese ich gern Bücher oder fahre Fahrrad.	In my free time I like to read books or ride my bike.	1850
799	X		freiwillig				voluntary, voluntarily	Er hilft freiwillig bei der Suppenküche, weil es ihm wichtig ist.	He volunteers at the soup kitchen because it is important to him.	1191
800	X		fremd				foreign, strange, unfamiliar	In der neuen Stadt fühlt sie sich noch etwas fremd.	In the new city she still feels somewhat out of place.	1763
801	N	die	Fremdsprache	Fremdsprachen			foreign language	In der Schule lernen die Kinder Englisch als erste Fremdsprache.	At school the children learn English as their first foreign language.	2392
802	V		fressen		gefressen	haben	to eat (animals); to gorge	Der Hund frisst sein Futter immer sehr schnell.	The dog always eats its food very quickly.	1127
803	V		sich freuen		sich gefreut	haben	to be glad; to look forward to	Ich freue mich sehr auf die Ferien nächsten Monat.	I am really looking forward to the holidays next month.	794
804	N	die	Freude				joy, delight, pleasure	Die Kinder schreien vor Freude, wenn sie die Geschenke sehen.	The children shout with joy when they see the presents.	710
805	N	der	Freund	Freunde			friend; boyfriend	Mein bester Freund kommt heute Abend zu mir zum Essen.	My best friend is coming over for dinner this evening.	147
806	X		freundlich				friendly, kind	Die Verkäuferin war sehr freundlich und hat mir gut geholfen.	The saleswoman was very friendly and helped me well.	954
807	N	die	Freundschaft	Freundschaften			friendship	Eine echte Freundschaft hält auch schwierige Zeiten aus.	A true friendship lasts even through difficult times.	1046
808	V		frieren		gefroren	haben	to feel cold, to freeze	Ich friere immer im Winter, weil ich schlecht mit Kälte umgehe.	I always feel cold in winter because I handle the cold badly.	2223
809	X		frisch				fresh, cool	Auf dem Markt kaufe ich immer frisches Obst und Gemüse.	At the market I always buy fresh fruit and vegetables.	1003
810	N	der	Friseur	Friseure			hairdresser, barber	Ich gehe einmal im Monat zum Friseur, um meine Haare schneiden zu lassen.	I go to the hairdresser once a month to have my hair cut.	1884
811	N	die	Frist	Fristen			deadline, time limit, period	Die Frist für die Anmeldung endet am Freitag um achtzehn Uhr.	The deadline for registration ends on Friday at six p.m.	2226
812	X		befristet				temporary, time-limited	Sein Arbeitsvertrag ist auf ein Jahr befristet.	His employment contract is limited to one year.	2590
813	X		froh				glad, happy, pleased	Ich bin froh, dass die Prüfung endlich vorbei ist.	I am glad that the exam is finally over.	395
814	N	die	Frucht	Früchte			fruit	Die Früchte im Garten sind dieses Jahr besonders süß.	The fruits in the garden are particularly sweet this year.	2048
815	X		früh				early; in the morning	Ich stehe jeden Morgen früh auf, um pünktlich zur Arbeit zu kommen.	I get up early every morning to arrive at work on time.	342
816	X		früher/früher-				earlier; formerly, in the past	Früher wohnte ich in einer kleinen Stadt, jetzt lebe ich in Berlin.	I used to live in a small town; now I live in Berlin.	339
817	V		frühstücken		gefrühstückt	haben	to have breakfast	Wir frühstücken zusammen, bevor die Kinder zur Schule gehen.	We have breakfast together before the children go to school.	1773
818	N	das	Frühstück				breakfast	Zum Frühstück esse ich meistens Brot mit Butter und Marmelade.	For breakfast I usually eat bread with butter and jam.	792
819	V		ühlen		gefühlt	haben	to feel	Ich fühle mich heute nicht gut und bleibe zu Hause.	I do not feel well today and am staying at home.	2591
820	V		führen		geführt	haben	to lead, guide; to conduct	Die Lehrerin führt die Gruppe durch das Museum.	The teacher guides the group through the museum.	469
821	N	der	Führerschein	Führerscheine			driving licence	Mit achtzehn Jahren hat er seinen Führerschein gemacht.	He got his driving licence at the age of eighteen.	1440
